# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.8908854480123365,1.3373744740440434,2.156027130614806,4.566191701109048,84.25235745160323,0.0,1.067303653279559,0.936940482614529,133.6000634490592,-283.50593183118707
 0.8945194075611178,1.3452708590289997,2.1729424554558916,4.654791726220043,84.73409577261882,0.0,1.0506848762843801,0.9517601543256042,132.56568064361787,-284.6434561408994
 0.8981421485790738,1.3532051200815505,2.1901264852289635,4.743377925140034,85.21059807982219,0.0,1.034199482573943,0.9669314448999469,131.53087809523615,-285.6407740030948
 0.9017536319403789,1.361177747668013,2.2075769950609114,4.831950776492478,85.68188286343612,0.0,1.0178552704661168,0.9824579476235947,130.4961802298325,-286.5021825906186
 0.9053538225489645,1.3691892222047413,2.2252917713920657,4.920510677659434,86.14797106517237,0.0,1.0016594604922293,0.9983432887546294,129.46209031954024,-287.2319892803017
 0.908942819088056,1.3772400141690506,2.243187441564734,4.9862600807071935,86.60888594878573,0.0,0.9856187122767822,1.0145911269176262,128.42444359949886,-289.1188968112107
 0.9125209673642022,1.3853305842133221,2.261105303602817,5.007579523054585,87.06465297283061,0.0,0.9697391432505179,1.0312051513647775,127.37510826012195,-293.2621172723057
 0.9160887189706116,1.393461383281975,2.278970053309231,5.007285169270281,87.51529966644073,0.0,0.9540263468638526,1.0481890812421224,126.3111178481492,-298.2243522955206
 0.9196465066421818,1.4016328527310076,2.296783901504162,5.007001496260997,87.96085550786808,0.0,0.9384854116036558,1.065546664482754,125.23396069634339,-302.760381237254
 0.923194745126775,1.4098454244498184,2.3145489668946113,5.006728118075227,88.40135180592412,0.0,0.9231209405471811,1.0832816764044468,124.14506521157807,-306.88339847882924
 0.9267338320079856,1.418099520985037,2.3322672803090896,5.006464664246191,88.83682158495718,0.0,0.9079370702452416,1.1013979192741754,123.04580069650238,-310.606818078357
 0.9302641484827483,1.426395555666098,2.3499407886990493,5.00621077920442,89.26729947258588,0.0,0.8929374907430432,1.1198992206810205,121.9374780437029,-313.94427687222776
 0.9337860600968544,1.4347339327323074,2.367571358921148,5.005966121206411,89.69282159127941,0.0,0.8781254646500737,1.1387894330094304,120.82135082243838,-316.90949221842476
 0.9372999174411923,1.443115047461166,2.3851607813172873,5.005730361957392,90.11342545301805,0.0,0.863503846618582,1.1580724323532858,119.69861622765907,-319.5162707980777
 0.9408060568112984,1.4515392862977217,2.402710773103379,5.005503185562486,90.52914985756446,0.0,0.8490751025217235,1.1777521176042436,118.57041625069013,-321.7784171924803
 0.9443048008325935,1.4600070269847323,2.4202229815818628,5.005284288274764,90.94003479413117,0.0,0.8348413285959873,1.19783240928162,117.43783885469927,-323.70970528207147
 0.9477964590535003,1.4685186386934412,2.4376989871873675,5.005073377704811,91.34612134675135,0.0,0.8208042695952763,1.2183172493645553,116.30191929687899,-325.32381062349697
 0.9512813285084579,1.47707448215477,2.4551403063771002,5.004870172373429,91.74745160286054,0.0,0.8069653375858171,1.2392105997906688,115.1636413634542,-326.63431102288956
 0.9547596942526998,1.4856749097907445,2.4725483943750297,5.004674401116969,92.14406856565923,0.0,0.7933256299217415,1.2605164415255892,114.02393881530136,-327.6546033261521
 0.9582318298705199,1.4943202658459904,2.4899246477802373,5.004485802924006,92.53601606989373,0.0,0.7798859460217039,1.2822387749146211,112.88369677235693,-328.39789929066745
 0.9616979979586212,1.5030108865191307,2.5072704070450516,5.004304126034462,92.92333870085403,0.0,0.7666468054652968,1.30438161728604,111.74375307704314,-328.8772114736777
 0.9651584505860268,1.511747100093941,2.524586958833825,5.0041291279737266,93.30608171716955,0.0,0.7536084637671561,1.3269490034668348,110.60489985740952,-329.10527675318855
 0.9686134297319234,1.5205292270701185,2.54187553826703,5.003960574910605,93.6842909766726,0.0,0.7407709286787569,1.3499449847250424,109.46788490814423,-329.09459109635395
 0.9720631677027118,1.5293575802935342,2.5591373310588152,5.003798241476315,94.05801286563864,0.0,0.728133975999937,1.3733736276029598,108.33341318402702,-328.8573606817828
 0.975516024731161,1.5382324650858497,2.5703018454551314,3.2334134614692798,94.42729423135125,0.0,0.7156971642862594,1.3972390137905133,106.94950954238709,-400.79957850485823
